Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
2766,42,Male,Urban,Retired,High School,24,Volkswagen,Golf,2008,7589,5,7,552402,58122,Widowed,1,12,586,Commute
2767,67,Male,Suburban,Unemployed,High School,26,Hyundai,Tucson,2011,13271,3,3,1461510,38772,Single,1,6,672,Pleasure
2768,46,Female,Suburban,Retired,Associate Degree,51,Nissan,Rogue,2020,5393,3,6,711846,55944,Widowed,0,12,465,Pleasure
2769,74,Female,Rural,Unemployed,Master's Degree,51,Honda,CR-V,1997,5666,1,8,101484,53172,Divorced,0,6,526,Commute
2770,56,Male,Suburban,Self-Employed,Master's Degree,6,Nissan,Altima,1995,19209,4,0,687744,55044,Single,0,6,597,Pleasure
2771,48,Male,Suburban,Employed,High School,60,Toyota,Camry,1995,18661,2,2,415350,51300,Single,1,12,796,Business
2772,73,Male,Urban,Employed,Bachelor's Degree,35,Kia,Forte,2014,24309,3,4,313146,67338,Widowed,1,12,494,Pleasure
2773,64,Male,Urban,Unemployed,Master's Degree,31,Hyundai,Tucson,1996,12978,4,6,1647324,80856,Widowed,0,6,834,Commute
2774,60,Male,Rural,Employed,Doctorate,20,Honda,Civic,2010,23642,0,4,1302678,74736,Single,0,6,557,Pleasure
2775,67,Male,Urban,Unemployed,Doctorate,46,Nissan,Sentra,2003,28922,3,0,1166724,56412,Single,0,6,770,Commute
2776,40,Male,Rural,Retired,Master's Degree,17,Volkswagen,Jetta,2008,12266,2,0,1206108,88092,Married,1,6,622,Pleasure
2777,61,Female,Rural,Self-Employed,Bachelor's Degree,1,Ford,Focus,1995,23698,3,0,403236,43218,Single,0,6,736,Pleasure
2778,55,Female,Urban,Unemployed,Doctorate,58,Nissan,Rogue,1997,19973,5,7,1289646,85266,Single,1,12,572,Pleasure
2779,37,Female,Suburban,Self-Employed,Bachelor's Degree,45,Volkswagen,Golf,2012,28673,4,6,641808,40572,Widowed,0,12,468,Business
2780,40,Female,Suburban,Retired,High School,41,Mercedes,E-Class,1995,5031,1,2,1787616,71118,Single,0,6,332,Pleasure
2781,79,Male,Suburban,Retired,Associate Degree,4,Hyundai,Tucson,2005,22404,0,3,770148,26586,Married,0,6,391,Business
2782,62,Male,Suburban,Retired,High School,43,Hyundai,Santa Fe,2019,19288,2,7,304272,49626,Single,0,6,549,Business
2783,69,Male,Rural,Unemployed,Associate Degree,41,Ford,Fiesta,1999,19108,3,6,173106,66582,Divorced,1,12,642,Business
2784,33,Male,Suburban,Self-Employed,Doctorate,57,Ford,Fiesta,2005,9563,2,6,155268,68706,Widowed,0,6,795,Pleasure
2785,67,Male,Rural,Self-Employed,Associate Degree,60,Honda,Accord,2000,5291,1,5,1387296,87408,Widowed,1,12,628,Pleasure
2786,59,Female,Urban,Employed,Associate Degree,49,Mercedes,GLC,2018,12598,0,8,1256328,46728,Single,0,12,508,Business
2787,77,Male,Urban,Unemployed,Master's Degree,59,Honda,CR-V,2001,13791,2,5,1278882,29286,Divorced,1,12,696,Commute
2788,72,Female,Rural,Employed,Associate Degree,37,Mercedes,GLC,2007,5170,4,0,653274,67464,Married,0,12,681,Commute
2789,25,Male,Suburban,Employed,Master's Degree,27,BMW,3 Series,2017,11511,4,4,1031004,14472,Married,0,12,302,Business
2790,67,Female,Rural,Unemployed,Associate Degree,30,Mercedes,GLC,2010,25276,2,7,1163736,10746,Single,1,12,591,Pleasure
2791,38,Male,Suburban,Employed,Master's Degree,53,Kia,Sportage,2019,19403,0,5,557550,65520,Single,0,12,473,Pleasure
2792,18,Female,Suburban,Employed,Doctorate,43,Mercedes,E-Class,1997,28684,3,4,1541178,85320,Single,1,12,428,Pleasure
2793,72,Male,Rural,Employed,Doctorate,23,Mercedes,GLC,2020,7930,4,8,1531224,10080,Single,1,12,680,Commute
2794,25,Male,Rural,Retired,Associate Degree,59,Nissan,Rogue,2009,7939,3,6,1600290,62586,Married,1,6,648,Business
2795,46,Male,Suburban,Unemployed,Bachelor's Degree,32,BMW,3 Series,2002,15109,3,6,542268,57312,Single,0,6,779,Pleasure
2796,49,Male,Rural,Retired,Doctorate,38,BMW,5 Series,2016,21495,2,0,1290780,21600,Single,0,12,446,Commute
2797,55,Female,Suburban,Employed,High School,11,Volkswagen,Golf,2018,19080,4,1,1458486,55656,Single,0,12,516,Business
2798,22,Male,Rural,Employed,High School,38,Toyota,RAV4,2014,21738,2,9,209538,31302,Single,1,6,359,Pleasure
2799,64,Female,Urban,Retired,Master's Degree,8,Mercedes,C-Class,2010,27273,1,4,1074186,17964,Widowed,0,12,839,Pleasure
2800,39,Male,Suburban,Employed,Bachelor's Degree,51,Toyota,RAV4,2011,29457,3,2,549000,10638,Single,1,6,710,Pleasure
2801,64,Female,Urban,Unemployed,Master's Degree,14,Nissan,Rogue,2021,29766,0,7,1025190,49338,Married,1,6,544,Commute
2802,51,Male,Rural,Self-Employed,Associate Degree,22,Volkswagen,Passat,2007,8642,5,3,553302,80424,Widowed,0,6,635,Commute
2803,18,Male,Urban,Retired,Doctorate,43,Kia,Soul,1997,23693,3,6,348264,30528,Married,1,6,566,Pleasure
2804,72,Female,Rural,Self-Employed,Bachelor's Degree,44,Mercedes,E-Class,2020,21101,0,4,1723410,60120,Widowed,0,6,646,Commute
2805,72,Male,Suburban,Self-Employed,Master's Degree,21,Kia,Soul,1997,14554,2,5,327438,13644,Single,1,6,583,Commute
2806,43,Male,Rural,Self-Employed,Master's Degree,35,Ford,Escape,2007,20779,4,6,1557306,56286,Single,0,6,625,Business
2807,60,Female,Rural,Retired,High School,9,Kia,Sportage,2011,28599,3,7,756270,29754,Divorced,1,6,728,Pleasure
2808,27,Male,Suburban,Employed,Associate Degree,27,Honda,Civic,2008,10020,1,2,1007640,64386,Widowed,1,6,342,Business
2809,47,Female,Rural,Unemployed,Master's Degree,55,Chevrolet,Malibu,1999,18224,3,2,1239012,84888,Divorced,1,6,807,Commute
2810,67,Male,Suburban,Employed,High School,34,Toyota,Camry,2006,25311,0,1,249606,51066,Widowed,0,12,300,Commute
2811,35,Female,Rural,Unemployed,Bachelor's Degree,55,Toyota,RAV4,2010,15623,0,5,1243296,61200,Widowed,0,12,764,Commute
2812,34,Female,Suburban,Employed,Master's Degree,28,Nissan,Sentra,2000,9424,0,1,1362060,15732,Single,1,6,819,Pleasure
2813,43,Female,Urban,Self-Employed,High School,4,Ford,Escape,2003,7919,4,0,1588644,64674,Single,1,6,451,Business
2814,25,Female,Rural,Self-Employed,Associate Degree,3,Toyota,Camry,2010,18052,1,0,1001718,21744,Widowed,1,12,424,Commute
2815,64,Male,Rural,Unemployed,Doctorate,50,Ford,Focus,2018,13964,1,8,357516,46782,Divorced,1,6,594,Pleasure
2816,57,Male,Rural,Retired,Bachelor's Degree,14,Chevrolet,Malibu,1998,7064,0,0,515718,41868,Divorced,1,6,477,Pleasure
2817,66,Female,Suburban,Employed,Master's Degree,29,Honda,Civic,2000,27039,1,6,1229706,24840,Widowed,0,6,514,Pleasure
2818,29,Male,Rural,Self-Employed,High School,59,Kia,Forte,2013,13026,1,4,1263024,34200,Widowed,1,6,391,Business
2819,44,Male,Suburban,Unemployed,Master's Degree,25,Hyundai,Tucson,1995,27127,2,5,1083402,15246,Single,1,6,497,Pleasure
2820,25,Male,Rural,Employed,Doctorate,22,BMW,X5,2019,11225,5,9,1605276,29232,Married,0,6,388,Pleasure
2821,42,Female,Urban,Unemployed,Master's Degree,60,BMW,5 Series,2002,27021,1,8,333558,81270,Married,1,6,309,Pleasure
2822,63,Male,Rural,Retired,Master's Degree,38,Mercedes,GLC,2000,24227,5,2,1777968,69732,Married,1,12,524,Pleasure
2823,21,Male,Urban,Retired,High School,28,Toyota,Camry,1997,11249,0,5,169812,12582,Divorced,1,12,342,Business
2824,50,Female,Suburban,Employed,Doctorate,21,Mercedes,GLC,2021,6683,4,6,1454184,69714,Divorced,0,12,516,Business
2825,18,Male,Urban,Retired,Bachelor's Degree,34,Mercedes,E-Class,2015,29271,5,1,909864,28908,Single,0,6,428,Commute
2826,36,Female,Rural,Employed,High School,56,BMW,5 Series,2008,21530,2,5,763560,87894,Widowed,1,6,438,Business
2827,48,Female,Rural,Employed,Doctorate,61,Volkswagen,Passat,2019,8079,1,5,1320930,27846,Widowed,1,12,709,Commute
2828,33,Female,Suburban,Retired,Doctorate,58,Kia,Soul,2017,19609,2,4,1511244,32346,Single,0,6,594,Commute
2829,31,Male,Rural,Unemployed,Master's Degree,47,Volkswagen,Passat,1996,8876,3,6,216990,18036,Single,0,6,623,Pleasure
2830,70,Male,Rural,Unemployed,Associate Degree,46,Volkswagen,Jetta,2010,16948,2,8,1178244,43362,Single,1,12,614,Commute
2831,65,Female,Suburban,Employed,Associate Degree,17,BMW,X5,2016,7558,5,6,1480392,23292,Widowed,0,6,770,Commute
2832,22,Female,Suburban,Self-Employed,Bachelor's Degree,34,Kia,Soul,2007,21366,2,1,1087002,33246,Married,0,6,583,Business
2833,58,Female,Urban,Employed,Master's Degree,45,Volkswagen,Jetta,2019,13926,2,3,1765044,71712,Divorced,1,6,641,Business
2834,43,Female,Suburban,Unemployed,Associate Degree,32,Hyundai,Elantra,2010,25517,1,0,372132,57924,Divorced,1,6,573,Commute
2835,79,Female,Rural,Employed,High School,6,Chevrolet,Impala,2005,20873,2,1,742374,65736,Divorced,1,12,809,Pleasure
2836,45,Female,Suburban,Unemployed,Bachelor's Degree,33,Kia,Soul,2005,27454,5,8,165834,86220,Divorced,1,12,315,Pleasure
2837,19,Male,Rural,Retired,Master's Degree,9,Volkswagen,Passat,2010,28775,4,6,278892,24084,Widowed,1,12,806,Pleasure
2838,67,Female,Urban,Employed,High School,23,Hyundai,Santa Fe,2004,13078,1,7,1115838,62532,Married,1,12,658,Commute
2839,23,Female,Suburban,Employed,Associate Degree,24,Honda,Civic,2011,13762,0,7,1129464,73440,Widowed,0,6,676,Business
2840,26,Female,Rural,Retired,Associate Degree,47,Kia,Sportage,2006,25042,3,1,164538,25164,Single,0,12,792,Business
2841,50,Male,Suburban,Retired,Associate Degree,43,Mercedes,E-Class,1999,12529,0,4,430776,48114,Divorced,1,12,430,Commute
2842,58,Male,Suburban,Self-Employed,Associate Degree,26,Kia,Sportage,2019,16484,1,0,1674072,30528,Widowed,1,12,815,Business
2843,42,Male,Suburban,Retired,Doctorate,61,Honda,Accord,2006,14939,0,8,1204848,39150,Divorced,0,12,348,Business
2844,65,Male,Suburban,Self-Employed,Bachelor's Degree,49,Volkswagen,Jetta,1997,22803,3,4,566766,64980,Widowed,1,6,634,Pleasure
2845,30,Female,Urban,Retired,Bachelor's Degree,5,Ford,Focus,2013,20544,5,0,1093770,62874,Divorced,0,12,782,Business
2846,26,Male,Rural,Unemployed,Associate Degree,58,Kia,Sportage,2022,22232,5,6,323964,76788,Single,1,12,619,Commute
2847,70,Female,Suburban,Employed,Bachelor's Degree,48,Volkswagen,Golf,2022,11930,2,8,815346,23148,Widowed,0,12,354,Pleasure
2848,30,Female,Rural,Retired,High School,7,Honda,Civic,2004,18560,0,0,1328562,47538,Divorced,0,6,444,Business
2849,48,Female,Urban,Unemployed,High School,20,Ford,Focus,2010,27810,5,0,1102374,20322,Widowed,1,12,665,Pleasure
2850,58,Female,Rural,Retired,Bachelor's Degree,40,Hyundai,Santa Fe,2019,15225,1,0,1773414,33966,Widowed,1,6,697,Pleasure
2851,28,Female,Rural,Employed,Associate Degree,18,Hyundai,Santa Fe,2013,20987,4,6,779346,45000,Widowed,0,6,588,Commute
2852,21,Female,Urban,Retired,Master's Degree,33,BMW,3 Series,2005,12604,3,9,919386,86670,Single,1,6,582,Pleasure
2853,51,Male,Suburban,Retired,Associate Degree,38,BMW,X5,2019,10801,0,2,1547532,83934,Married,1,6,347,Pleasure
2854,78,Male,Rural,Employed,Doctorate,42,Nissan,Altima,2010,25731,4,8,1600992,68976,Widowed,0,12,322,Commute
2855,55,Male,Rural,Retired,Master's Degree,22,Mercedes,E-Class,2022,14587,3,8,644634,57996,Divorced,1,6,331,Pleasure
2856,63,Male,Suburban,Employed,Doctorate,12,Toyota,Camry,2004,26804,0,6,380502,39060,Single,1,6,630,Commute
2857,21,Male,Suburban,Self-Employed,Bachelor's Degree,41,Honda,Civic,2009,14539,1,2,1456236,89910,Single,1,12,554,Pleasure
2858,55,Female,Rural,Retired,Doctorate,46,Toyota,Camry,1997,13899,4,9,139698,29034,Widowed,1,6,452,Pleasure
2859,36,Male,Urban,Unemployed,Bachelor's Degree,52,BMW,3 Series,2018,14046,5,7,1768932,30078,Divorced,1,6,489,Pleasure
2860,23,Male,Suburban,Retired,Doctorate,38,BMW,3 Series,2004,23467,4,5,262638,85086,Widowed,1,12,513,Pleasure
2861,51,Male,Suburban,Employed,Master's Degree,27,Honda,Accord,2006,12626,0,3,975096,84438,Divorced,1,6,770,Business
2862,35,Female,Urban,Employed,Doctorate,5,Kia,Sportage,2003,24738,0,7,441180,25164,Single,0,6,833,Business
2863,30,Female,Rural,Unemployed,Associate Degree,56,Nissan,Altima,2013,14822,1,2,991134,52524,Divorced,0,6,837,Commute
2864,58,Female,Suburban,Unemployed,Bachelor's Degree,11,Volkswagen,Golf,1995,28883,1,0,1731096,10944,Widowed,1,12,757,Pleasure
2865,40,Male,Rural,Employed,High School,2,Chevrolet,Malibu,2007,16438,2,3,752040,79002,Married,0,12,696,Pleasure
2866,36,Male,Rural,Self-Employed,Doctorate,47,BMW,5 Series,2019,12103,0,8,1440828,72198,Widowed,0,6,640,Pleasure
2867,62,Male,Rural,Self-Employed,Bachelor's Degree,19,Mercedes,E-Class,2001,7949,1,6,249696,15696,Single,1,6,772,Business
2868,28,Male,Urban,Employed,High School,40,BMW,5 Series,2016,28627,0,0,205578,20538,Single,1,12,442,Business
2869,18,Male,Rural,Self-Employed,Bachelor's Degree,41,Nissan,Altima,2022,8511,1,0,1206000,68238,Divorced,1,12,624,Pleasure
2870,41,Female,Rural,Unemployed,Bachelor's Degree,61,BMW,5 Series,2014,22535,3,0,900144,30960,Widowed,0,12,707,Business
2871,79,Male,Suburban,Self-Employed,High School,44,Nissan,Altima,2015,20093,1,5,839088,36882,Single,1,6,390,Pleasure
2872,71,Female,Suburban,Unemployed,High School,7,Volkswagen,Passat,2001,16661,1,9,466002,83520,Divorced,1,6,670,Commute
2873,24,Male,Urban,Retired,Master's Degree,25,Volkswagen,Passat,2019,21661,3,9,1326744,60462,Divorced,1,12,472,Commute
2874,42,Female,Urban,Unemployed,Doctorate,37,Chevrolet,Equinox,2000,25150,3,8,1321002,67698,Divorced,0,12,723,Business
2875,38,Female,Suburban,Retired,Doctorate,27,BMW,X5,2006,13522,5,2,116010,87768,Widowed,0,6,812,Pleasure
2876,32,Female,Suburban,Unemployed,Bachelor's Degree,34,Honda,CR-V,1998,11503,2,2,1044576,89478,Single,1,6,325,Commute
2877,18,Female,Urban,Unemployed,Associate Degree,43,Mercedes,C-Class,2022,12731,1,6,1207368,45378,Divorced,1,12,332,Commute
2878,29,Male,Rural,Self-Employed,Associate Degree,40,Chevrolet,Equinox,2014,5870,3,5,995058,39474,Widowed,1,12,339,Business
2879,75,Male,Urban,Unemployed,Bachelor's Degree,40,Volkswagen,Passat,2004,11245,2,8,1725552,59940,Divorced,0,12,671,Pleasure
2880,24,Male,Rural,Employed,Master's Degree,42,Honda,Civic,2013,13568,2,2,1008180,49860,Divorced,1,12,642,Pleasure
2881,32,Female,Suburban,Retired,High School,37,Honda,Accord,1996,24020,0,6,488358,13266,Divorced,0,12,485,Commute
2882,38,Male,Suburban,Retired,Bachelor's Degree,1,BMW,5 Series,1998,16013,3,6,1417338,86634,Divorced,1,6,775,Commute
2883,36,Male,Suburban,Unemployed,Doctorate,6,Mercedes,C-Class,2009,9093,4,8,1057230,74394,Single,1,12,597,Pleasure
2884,77,Male,Rural,Employed,Associate Degree,40,Ford,Focus,2000,14013,3,5,755586,71586,Widowed,1,6,396,Commute
2885,46,Male,Urban,Unemployed,Associate Degree,24,Volkswagen,Passat,1995,23247,3,8,1154358,13446,Divorced,1,6,526,Business
2886,42,Female,Rural,Unemployed,Associate Degree,50,Nissan,Altima,2012,10978,2,5,296874,76284,Married,0,12,605,Commute
2887,50,Female,Urban,Self-Employed,Master's Degree,49,Honda,CR-V,2002,25607,5,1,1215522,69300,Married,1,12,452,Pleasure
2888,66,Male,Urban,Unemployed,Doctorate,31,Hyundai,Elantra,2007,20703,3,5,1369980,15246,Married,1,12,736,Commute
2889,49,Male,Urban,Unemployed,Master's Degree,11,Hyundai,Tucson,2013,11495,3,4,304938,72810,Single,0,12,668,Commute
2890,66,Male,Suburban,Self-Employed,High School,52,Volkswagen,Jetta,2010,20762,5,5,874116,84636,Widowed,1,6,396,Commute
2891,52,Female,Urban,Self-Employed,Bachelor's Degree,10,Ford,Focus,1995,18666,2,8,1108188,82458,Widowed,1,12,445,Pleasure
2892,61,Female,Suburban,Employed,Bachelor's Degree,9,Hyundai,Tucson,1996,8753,2,5,1064448,62784,Single,0,6,522,Pleasure
2893,55,Female,Urban,Self-Employed,Associate Degree,60,Toyota,RAV4,2013,21178,0,4,988506,55980,Single,0,6,558,Pleasure
2894,43,Male,Urban,Retired,Associate Degree,54,Ford,Focus,2008,29834,0,4,1036224,51822,Single,0,12,397,Commute
2895,28,Female,Suburban,Retired,High School,34,BMW,X5,2009,14425,3,2,1797192,44280,Divorced,1,12,579,Commute
2896,52,Female,Suburban,Employed,Master's Degree,43,Nissan,Rogue,1996,23453,3,4,1315602,34524,Married,1,12,724,Commute
2897,25,Female,Rural,Unemployed,Doctorate,3,Hyundai,Santa Fe,2007,6184,5,4,118440,25308,Married,1,12,404,Pleasure
2898,63,Female,Urban,Employed,High School,41,Chevrolet,Malibu,2014,27245,1,9,1352106,44964,Divorced,0,12,502,Pleasure
2899,31,Female,Suburban,Self-Employed,Bachelor's Degree,1,Volkswagen,Jetta,2014,23790,4,2,430956,71712,Single,1,12,581,Commute
2900,27,Male,Rural,Unemployed,Bachelor's Degree,43,Kia,Soul,2005,20713,1,6,1140300,69300,Divorced,0,6,785,Business
2901,19,Male,Rural,Employed,Master's Degree,27,BMW,5 Series,2004,6878,1,7,385092,89406,Married,0,6,340,Business
2902,63,Male,Suburban,Employed,High School,42,Chevrolet,Equinox,1996,5829,3,6,226404,21834,Widowed,0,12,709,Business
2903,26,Male,Urban,Retired,Doctorate,45,Hyundai,Elantra,2011,26788,2,1,972216,36576,Single,1,6,640,Pleasure
2904,20,Female,Rural,Employed,High School,46,Honda,CR-V,1997,27337,2,6,761526,13194,Divorced,1,6,824,Pleasure
2905,38,Male,Urban,Unemployed,High School,13,Toyota,Camry,1998,19204,4,0,1314054,83304,Married,0,6,793,Pleasure
2906,43,Male,Urban,Employed,Master's Degree,57,BMW,3 Series,2021,27833,2,2,162432,77022,Married,0,12,603,Business
2907,25,Male,Rural,Employed,Doctorate,60,Nissan,Sentra,2016,17301,3,9,657000,17442,Single,0,6,808,Commute
2908,65,Female,Suburban,Self-Employed,Bachelor's Degree,43,Honda,CR-V,1999,5047,5,3,340812,33714,Widowed,0,6,389,Business
2909,19,Male,Urban,Employed,Associate Degree,28,Hyundai,Tucson,1996,28851,2,5,189558,11160,Widowed,0,6,749,Commute
2910,23,Female,Suburban,Unemployed,Doctorate,1,Nissan,Altima,1998,8575,5,8,165438,49230,Married,1,12,828,Commute
2911,45,Female,Rural,Retired,Bachelor's Degree,54,Kia,Sportage,2006,23118,0,8,1084266,42930,Married,0,12,406,Pleasure
2912,70,Female,Urban,Retired,Master's Degree,33,Kia,Sportage,2000,14313,4,5,373716,78714,Divorced,1,6,773,Business
2913,46,Male,Suburban,Retired,Doctorate,32,BMW,5 Series,2022,10384,2,8,210060,86166,Married,0,6,714,Business
2914,43,Female,Suburban,Retired,Doctorate,19,Mercedes,E-Class,2014,18558,2,5,796572,26802,Divorced,0,6,534,Business
2915,42,Male,Urban,Self-Employed,Bachelor's Degree,46,Hyundai,Santa Fe,2021,27712,0,6,147294,34830,Married,0,6,753,Pleasure
2916,29,Male,Suburban,Unemployed,Bachelor's Degree,29,Volkswagen,Jetta,2021,14911,1,5,1647918,53388,Widowed,0,6,314,Pleasure
2917,22,Male,Suburban,Self-Employed,High School,53,Ford,Focus,2009,11926,3,2,975690,11448,Single,0,12,836,Commute
2918,51,Female,Rural,Retired,High School,41,Kia,Forte,2001,19966,2,0,855918,18882,Divorced,1,6,650,Pleasure
2919,65,Female,Rural,Self-Employed,Doctorate,25,Toyota,Corolla,2000,13926,5,3,260082,84204,Married,1,6,477,Pleasure
2920,54,Male,Suburban,Employed,Associate Degree,19,Mercedes,GLC,2016,24900,0,0,748782,39672,Single,0,6,754,Commute
2921,32,Female,Suburban,Unemployed,Master's Degree,0,Mercedes,C-Class,2020,21015,0,9,1517004,51534,Married,1,12,779,Commute
2922,61,Female,Urban,Employed,Bachelor's Degree,0,Hyundai,Elantra,2008,23290,1,0,315846,50580,Divorced,0,6,838,Pleasure
2923,53,Female,Rural,Self-Employed,High School,24,Ford,Focus,2012,6262,5,4,498402,67698,Single,1,12,563,Pleasure
2924,32,Male,Urban,Employed,Master's Degree,32,Mercedes,E-Class,2021,21941,5,7,756756,55530,Widowed,1,12,752,Business
2925,60,Female,Suburban,Self-Employed,Doctorate,22,Mercedes,GLC,2001,11470,2,0,1458108,78804,Widowed,0,12,587,Commute
2926,65,Female,Urban,Self-Employed,Bachelor's Degree,10,Kia,Soul,2019,24746,1,4,1449828,74016,Single,0,12,305,Commute
2927,40,Male,Suburban,Unemployed,Bachelor's Degree,59,Nissan,Sentra,2000,17353,4,7,1103364,9774,Married,1,6,830,Pleasure
2928,23,Female,Rural,Unemployed,High School,59,BMW,3 Series,2018,19648,0,2,1614924,84420,Divorced,0,12,417,Business
2929,63,Male,Rural,Unemployed,Associate Degree,43,Hyundai,Santa Fe,2000,13047,3,5,1263690,28044,Widowed,0,6,779,Pleasure
2930,67,Female,Suburban,Retired,Bachelor's Degree,14,Hyundai,Elantra,2000,21673,0,6,935838,44010,Divorced,1,6,599,Pleasure
2931,61,Female,Rural,Unemployed,Associate Degree,13,BMW,5 Series,2014,23658,1,9,377406,43398,Divorced,1,12,758,Business
2932,76,Female,Suburban,Employed,Master's Degree,54,Hyundai,Tucson,2016,25254,3,7,763776,39888,Divorced,1,12,388,Business
2933,60,Female,Urban,Unemployed,Bachelor's Degree,0,Chevrolet,Malibu,2004,24979,3,2,902052,27540,Single,1,12,518,Commute
2934,62,Female,Suburban,Unemployed,Bachelor's Degree,32,Hyundai,Elantra,1998,20296,0,0,298080,41004,Divorced,1,12,627,Pleasure
2935,38,Female,Urban,Unemployed,Associate Degree,5,Mercedes,C-Class,2004,25654,3,9,1134504,76896,Widowed,0,12,463,Business
2936,40,Male,Suburban,Self-Employed,High School,55,Mercedes,C-Class,2016,16484,2,7,1727604,36396,Married,0,6,316,Business
2937,60,Female,Rural,Self-Employed,Doctorate,22,Ford,Fiesta,1995,25096,0,3,607320,37368,Divorced,0,12,579,Pleasure
2938,72,Female,Suburban,Unemployed,Master's Degree,53,Ford,Escape,2017,22230,1,1,1627164,12924,Widowed,0,6,826,Pleasure
2939,33,Female,Suburban,Self-Employed,Bachelor's Degree,25,Hyundai,Santa Fe,2008,24193,4,0,553914,81288,Widowed,0,12,595,Pleasure
2940,64,Male,Suburban,Self-Employed,High School,2,Toyota,RAV4,2012,29258,1,5,944280,21240,Single,0,12,339,Pleasure
2941,70,Male,Rural,Retired,Bachelor's Degree,45,Kia,Soul,2016,15509,2,0,751212,50994,Widowed,0,12,368,Pleasure
2942,77,Male,Suburban,Employed,Master's Degree,59,Chevrolet,Impala,2003,19517,4,5,266022,15912,Married,0,6,441,Business
2943,32,Female,Rural,Self-Employed,Doctorate,58,Mercedes,C-Class,2004,16145,4,7,959994,50886,Widowed,1,6,492,Commute
2944,42,Female,Suburban,Employed,Bachelor's Degree,54,Chevrolet,Malibu,2013,26314,5,2,1727928,62946,Single,0,6,535,Commute
2945,53,Male,Urban,Self-Employed,Associate Degree,5,Kia,Sportage,1998,16135,1,5,145872,12744,Widowed,1,12,388,Commute
2946,28,Male,Suburban,Unemployed,High School,39,Volkswagen,Passat,2015,12473,0,5,974340,10692,Divorced,0,6,652,Business
